Time (s),Value
58.021,-6627
58.117,-6527
58.213,-6569
58.309,-6639
58.405,-6646
58.501,-6529
58.597,-6491
58.693,-6510
58.789,-6556
58.885,-6399
58.981,-6402
59.077,-6406
59.173,-6362
59.269,-6281
59.365,-6263
59.461,-6354
59.557,-6316
59.653,-6323
59.749,-6350
59.845,-6351
59.941,-6276
60.037,-6224
60.133,-6176
60.229,-6248
60.325,-6289
60.421,-6263
60.517,-6157
60.613,-6118
60.709,-6219
60.805,-6221
60.901,-6144
60.997,-6100
61.093,-6083
61.188,-6139
61.284,-6080
61.38,-5969
61.476,-5938
61.572,-6041
61.669,-6032
61.764,-5866
61.861,-5816
61.956,-5784
62.052,-5699
62.148,-5782
62.244,-5757
62.34,-5694
62.436,-5667
62.532,-5699
62.628,-5686
62.724,-5610
62.82,-5679
62.916,-5652
63.012,-5484
63.108,-5456
63.204,-5459
63.3,-5435
63.396,-5522
63.492,-5604
63.588,-5592
63.684,-5462
63.779,-5383
63.876,-5441
63.972,-5456
64.068,-5353
64.163,-5397
64.26,-5406
64.356,-5377
64.451,-5488
64.547,-5401
64.643,-5370
64.74,-5364
64.836,-5276
64.932,-5206
65.027,-5198
65.123,-5181
65.219,-5198
65.316,-5231
65.411,-5198
65.507,-5085
65.603,-5179
65.699,-5270
65.795,-5126
65.891,-5022
65.987,-4953
66.083,-4880
66.179,-4871
66.275,-4888
66.371,-4912
66.467,-4779
66.563,-4714
66.659,-4661
66.755,-4732
66.851,-4681
66.947,-4619
67.043,-4632
67.14,-4544
67.235,-4450
67.332,-4418
67.428,-4483
67.525,-4442
67.621,-4330
67.717,-4367
67.814,-4330
67.911,-4250
68.008,-4277
68.105,-4194
68.202,-4054
68.299,-4184
68.397,-4167
68.495,-4052
68.595,-4105
68.694,-4127
68.793,-4072
68.892,-3998
68.992,-4110
69.091,-4063
69.191,-4027
69.291,-3967
69.392,-3950
69.495,-3979
69.596,-4075
69.697,-4101
69.799,-4002
69.901,-3953
70.002,-3946
70.108,-3931
70.306,-4005
70.409,-3931
70.513,-3867
70.619,-3813
70.726,-3842
70.831,-3818
70.936,-3865
71.042,-3935
71.149,-3989
71.257,-4036
71.458,-3863
71.565,-3879
71.673,-4004
71.781,-4002
71.889,-3944
71.996,-3980
72.104,-3882
72.212,-3969
72.417,-3824
72.528,-3810
72.642,-3858
72.752,-3812
72.863,-3931
72.974,-3938
73.086,-3924
73.281,-3826
73.393,-3813
73.507,-3783
73.623,-3880
73.737,-3909
73.852,-3843
74.049,-3895
74.163,-3933
74.276,-3855
74.389,-3845
74.502,-3845
74.616,-3781
74.817,-3790
74.931,-3834
75.046,-3897
75.16,-3880
75.274,-3790
75.389,-3761
75.585,-3806
75.702,-3837
75.818,-3833
75.935,-3830
76.052,-3969
76.257,-3864
76.374,-3948
76.494,-3958
76.613,-3827
76.732,-3802
76.929,-3983
77.048,-3973
77.17,-3827
77.291,-3882
77.504,-3969
77.625,-3947
77.745,-3854
77.866,-3802
78.08,-3792
78.202,-3834
78.324,-3872
78.447,-3977
78.656,-3718
78.782,-3789
78.905,-3858
79.028,-3773
79.232,-3847
79.356,-3839
79.481,-3813
79.605,-3826
79.808,-3855
79.933,-3931
80.061,-3794
80.187,-3733
80.384,-3650
80.514,-3800
80.642,-3723
80.864,-3785
80.991,-3803
81.121,-3727
81.343,-3804
81.472,-3854
81.6,-3835
81.823,-3844
81.952,-3812
82.087,-3869
82.303,-3883
82.435,-3943
82.568,-3921
82.783,-3900
82.915,-3845
83.048,-3829
83.263,-3903
83.395,-3920
83.529,-3898
83.743,-3853
83.878,-3878
84.011,-3875
84.223,-3951
84.358,-3928
84.493,-3940
84.703,-3986
84.838,-4034
84.973,-3892
